time,milliseconds,measurement,value,field,type,host,device,platform
15:46:20:897,3672,IMU,-2,gz,gyration,Name,Device1,Android
15:46:20:920,3695,IMU,2947,mx,magnet,Name,Device1,Android
15:46:20:920,3695,IMU,-6318,my,magnet,Name,Device1,Android
15:46:20:920,3695,IMU,4401,mz,magnet,Name,Device1,Android
15:46:20:942,3718,sensor,183,a0,adc,Name,Device1,Android
15:46:20:964,3739,IMU,445,ax,acceleration,Name,Device1,Android
15:46:20:964,3739,IMU,830,ay,acceleration,Name,Device1,Android
15:46:20:964,3739,IMU,-172,az,acceleration,Name,Device1,Android
15:46:20:986,3761,IMU,6,gx,gyration,Name,Device1,Android
15:46:20:986,3761,IMU,-83,gy,gyration,Name,Device1,Android
15:46:20:986,3761,IMU,0,gz,gyration,Name,Device1,Android
15:46:21:9,3784,IMU,3000,mx,magnet,Name,Device1,Android
15:46:21:9,3784,IMU,-6313,my,magnet,Name,Device1,Android
15:46:21:9,3784,IMU,4378,mz,magnet,Name,Device1,Android
15:46:21:32,3807,sensor,164,a0,adc,Name,Device1,Android
15:46:21:55,3830,IMU,366,ax,acceleration,Name,Device1,Android
15:46:21:55,3830,IMU,858,ay,acceleration,Name,Device1,Android
15:46:21:55,3830,IMU,-217,az,acceleration,Name,Device1,Android
15:46:21:77,3852,IMU,1,gx,gyration,Name,Device1,Android
15:46:21:77,3852,IMU,-68,gy,gyration,Name,Device1,Android
15:46:21:77,3852,IMU,-5,gz,gyration,Name,Device1,Android
15:46:21:99,3874,IMU,3040,mx,magnet,Name,Device1,Android
15:46:21:99,3874,IMU,-6316,my,magnet,Name,Device1,Android
15:46:21:99,3874,IMU,4397,mz,magnet,Name,Device1,Android
15:46:21:122,3897,sensor,216,a0,adc,Name,Device1,Android
15:46:21:148,3923,IMU,389,ax,acceleration,Name,Device1,Android
15:46:21:148,3923,IMU,846,ay,acceleration,Name,Device1,Android
15:46:21:148,3923,IMU,-218,az,acceleration,Name,Device1,Android
15:46:21:167,3942,IMU,-5,gx,gyration,Name,Device1,Android
15:46:21:167,3942,IMU,-49,gy,gyration,Name,Device1,Android
15:46:21:167,3942,IMU,-4,gz,gyration,Name,Device1,Android
15:46:21:189,3964,IMU,3148,mx,magnet,Name,Device1,Android
15:46:21:189,3964,IMU,-6319,my,magnet,Name,Device1,Android
15:46:21:189,3964,IMU,4337,mz,magnet,Name,Device1,Android
15:46:21:212,3987,sensor,59,a0,adc,Name,Device1,Android
15:46:21:238,4013,IMU,326,ax,acceleration,Name,Device1,Android
15:46:21:238,4013,IMU,845,ay,acceleration,Name,Device1,Android
15:46:21:238,4013,IMU,-273,az,acceleration,Name,Device1,Android
15:46:21:257,4032,IMU,-4,gx,gyration,Name,Device1,Android
15:46:21:257,4032,IMU,-62,gy,gyration,Name,Device1,Android
15:46:21:257,4032,IMU,-5,gz,gyration,Name,Device1,Android
15:46:21:279,4055,IMU,3131,mx,magnet,Name,Device1,Android
15:46:21:279,4055,IMU,-6349,my,magnet,Name,Device1,Android
15:46:21:279,4055,IMU,4260,mz,magnet,Name,Device1,Android
15:46:21:302,4077,sensor,116,a0,adc,Name,Device1,Android
15:46:21:325,4100,IMU,315,ax,acceleration,Name,Device1,Android
15:46:21:325,4100,IMU,857,ay,acceleration,Name,Device1,Android
15:46:21:325,4100,IMU,-274,az,acceleration,Name,Device1,Android
15:46:21:347,4122,IMU,0,gx,gyration,Name,Device1,Android
15:46:21:347,4122,IMU,-57,gy,gyration,Name,Device1,Android
15:46:21:347,4122,IMU,-10,gz,gyration,Name,Device1,Android
15:46:21:369,4144,IMU,3228,mx,magnet,Name,Device1,Android
15:46:21:369,4144,IMU,-6367,my,magnet,Name,Device1,Android
15:46:21:369,4144,IMU,4212,mz,magnet,Name,Device1,Android
15:46:21:392,4167,sensor,167,a0,adc,Name,Device1,Android
15:46:21:422,4197,IMU,383,ax,acceleration,Name,Device1,Android
15:46:21:422,4197,IMU,857,ay,acceleration,Name,Device1,Android
15:46:21:422,4197,IMU,-282,az,acceleration,Name,Device1,Android
15:46:21:437,4212,IMU,6,gx,gyration,Name,Device1,Android
15:46:21:437,4212,IMU,-28,gy,gyration,Name,Device1,Android
15:46:21:437,4212,IMU,-11,gz,gyration,Name,Device1,Android
15:46:21:459,4234,IMU,3276,mx,magnet,Name,Device1,Android
15:46:21:459,4234,IMU,-6324,my,magnet,Name,Device1,Android
15:46:21:459,4234,IMU,4222,mz,magnet,Name,Device1,Android
15:46:21:482,4257,sensor,176,a0,adc,Name,Device1,Android
15:46:21:504,4279,IMU,394,ax,acceleration,Name,Device1,Android
15:46:21:504,4279,IMU,858,ay,acceleration,Name,Device1,Android
15:46:21:504,4279,IMU,-265,az,acceleration,Name,Device1,Android
15:46:21:527,4302,IMU,11,gx,gyration,Name,Device1,Android
15:46:21:527,4302,IMU,5,gy,gyration,Name,Device1,Android
15:46:21:527,4302,IMU,-8,gz,gyration,Name,Device1,Android
15:46:21:549,4324,IMU,3265,mx,magnet,Name,Device1,Android
15:46:21:549,4324,IMU,-6354,my,magnet,Name,Device1,Android
15:46:21:549,4324,IMU,4210,mz,magnet,Name,Device1,Android
15:46:21:572,4347,sensor,165,a0,adc,Name,Device1,Android
15:46:21:594,4369,IMU,360,ax,acceleration,Name,Device1,Android
15:46:21:594,4369,IMU,859,ay,acceleration,Name,Device1,Android
15:46:21:594,4369,IMU,-237,az,acceleration,Name,Device1,Android
15:46:21:617,4392,IMU,7,gx,gyration,Name,Device1,Android
15:46:21:617,4392,IMU,3,gy,gyration,Name,Device1,Android
15:46:21:617,4392,IMU,-8,gz,gyration,Name,Device1,Android
15:46:21:639,4414,IMU,3252,mx,magnet,Name,Device1,Android
15:46:21:639,4414,IMU,-6375,my,magnet,Name,Device1,Android
15:46:21:639,4414,IMU,4208,mz,magnet,Name,Device1,Android
15:46:21:662,4437,sensor,225,a0,adc,Name,Device1,Android
15:46:21:684,4459,IMU,372,ax,acceleration,Name,Device1,Android
15:46:21:684,4459,IMU,862,ay,acceleration,Name,Device1,Android
15:46:21:684,4459,IMU,-238,az,acceleration,Name,Device1,Android
15:46:21:707,4482,IMU,7,gx,gyration,Name,Device1,Android
15:46:21:707,4482,IMU,-7,gy,gyration,Name,Device1,Android
15:46:21:707,4482,IMU,-10,gz,gyration,Name,Device1,Android
15:46:21:729,4504,IMU,3223,mx,magnet,Name,Device1,Android
15:46:21:729,4504,IMU,-6348,my,magnet,Name,Device1,Android
15:46:21:729,4504,IMU,4238,mz,magnet,Name,Device1,Android
15:46:21:752,4527,sensor,247,a0,adc,Name,Device1,Android
15:46:21:775,4550,IMU,394,ax,acceleration,Name,Device1,Android
15:46:21:775,4550,IMU,862,ay,acceleration,Name,Device1,Android
15:46:21:775,4550,IMU,-240,az,acceleration,Name,Device1,Android
15:46:21:797,4572,IMU,7,gx,gyration,Name,Device1,Android
15:46:21:797,4572,IMU,-7,gy,gyration,Name,Device1,Android
15:46:21:797,4572,IMU,-8,gz,gyration,Name,Device1,Android
15:46:21:820,4595,IMU,3224,mx,magnet,Name,Device1,Android
15:46:21:820,4595,IMU,-6354,my,magnet,Name,Device1,Android
15:46:21:820,4595,IMU,4199,mz,magnet,Name,Device1,Android
15:46:21:843,4618,sensor,305,a0,adc,Name,Device1,Android
15:46:21:866,4641,IMU,383,ax,acceleration,Name,Device1,Android
15:46:21:866,4641,IMU,864,ay,acceleration,Name,Device1,Android
15:46:21:866,4641,IMU,-244,az,acceleration,Name,Device1,Android
15:46:21:887,4662,IMU,5,gx,gyration,Name,Device1,Android
15:46:21:887,4662,IMU,-7,gy,gyration,Name,Device1,Android
15:46:21:887,4662,IMU,-9,gz,gyration,Name,Device1,Android
15:46:21:910,4685,IMU,3220,mx,magnet,Name,Device1,Android
15:46:21:910,4685,IMU,-6346,my,magnet,Name,Device1,Android
15:46:21:910,4685,IMU,4206,mz,magnet,Name,Device1,Android
15:46:21:932,4707,sensor,321,a0,adc,Name,Device1,Android
15:46:21:953,4729,IMU,384,ax,acceleration,Name,Device1,Android
15:46:21:953,4729,IMU,864,ay,acceleration,Name,Device1,Android
15:46:21:953,4729,IMU,-248,az,acceleration,Name,Device1,Android
15:46:21:977,4752,IMU,6,gx,gyration,Name,Device1,Android
15:46:21:977,4752,IMU,-10,gy,gyration,Name,Device1,Android
15:46:21:977,4752,IMU,-9,gz,gyration,Name,Device1,Android
15:46:21:999,4775,IMU,3253,mx,magnet,Name,Device1,Android
15:46:21:999,4775,IMU,-6366,my,magnet,Name,Device1,Android
15:46:21:999,4775,IMU,4188,mz,magnet,Name,Device1,Android
15:46:22:22,4797,sensor,330,a0,adc,Name,Device1,Android
15:46:22:44,4819,IMU,376,ax,acceleration,Name,Device1,Android
15:46:22:44,4819,IMU,866,ay,acceleration,Name,Device1,Android
15:46:22:44,4819,IMU,-247,az,acceleration,Name,Device1,Android
15:46:22:67,4842,IMU,6,gx,gyration,Name,Device1,Android
15:46:22:67,4842,IMU,-9,gy,gyration,Name,Device1,Android
15:46:22:67,4842,IMU,-10,gz,gyration,Name,Device1,Android
15:46:22:101,4876,IMU,3209,mx,magnet,Name,Device1,Android
15:46:22:101,4876,IMU,-6365,my,magnet,Name,Device1,Android
15:46:22:101,4876,IMU,4213,mz,magnet,Name,Device1,Android
15:46:22:123,4898,sensor,271,a0,adc,Name,Device1,Android
15:46:22:145,4920,IMU,376,ax,acceleration,Name,Device1,Android
15:46:22:145,4920,IMU,860,ay,acceleration,Name,Device1,Android
15:46:22:145,4920,IMU,-251,az,acceleration,Name,Device1,Android
15:46:22:168,4943,IMU,6,gx,gyration,Name,Device1,Android
15:46:22:168,4943,IMU,-6,gy,gyration,Name,Device1,Android
15:46:22:168,4943,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:190,4965,IMU,3199,mx,magnet,Name,Device1,Android
15:46:22:190,4965,IMU,-6392,my,magnet,Name,Device1,Android
15:46:22:190,4965,IMU,4185,mz,magnet,Name,Device1,Android
15:46:22:213,4989,sensor,303,a0,adc,Name,Device1,Android
15:46:22:236,5011,IMU,385,ax,acceleration,Name,Device1,Android
15:46:22:236,5011,IMU,863,ay,acceleration,Name,Device1,Android
15:46:22:236,5011,IMU,-247,az,acceleration,Name,Device1,Android
15:46:22:258,5033,IMU,6,gx,gyration,Name,Device1,Android
15:46:22:258,5033,IMU,-6,gy,gyration,Name,Device1,Android
15:46:22:258,5033,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:280,5055,IMU,3230,mx,magnet,Name,Device1,Android
15:46:22:280,5055,IMU,-6354,my,magnet,Name,Device1,Android
15:46:22:280,5055,IMU,4175,mz,magnet,Name,Device1,Android
15:46:22:303,5078,sensor,272,a0,adc,Name,Device1,Android
15:46:22:326,5101,IMU,368,ax,acceleration,Name,Device1,Android
15:46:22:326,5101,IMU,862,ay,acceleration,Name,Device1,Android
15:46:22:326,5101,IMU,-237,az,acceleration,Name,Device1,Android
15:46:22:348,5123,IMU,5,gx,gyration,Name,Device1,Android
15:46:22:348,5123,IMU,-7,gy,gyration,Name,Device1,Android
15:46:22:348,5123,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:371,5146,IMU,3224,mx,magnet,Name,Device1,Android
15:46:22:371,5146,IMU,-6337,my,magnet,Name,Device1,Android
15:46:22:371,5146,IMU,4212,mz,magnet,Name,Device1,Android
15:46:22:393,5168,sensor,287,a0,adc,Name,Device1,Android
15:46:22:424,5199,IMU,381,ax,acceleration,Name,Device1,Android
15:46:22:424,5199,IMU,860,ay,acceleration,Name,Device1,Android
15:46:22:424,5199,IMU,-236,az,acceleration,Name,Device1,Android
15:46:22:438,5213,IMU,5,gx,gyration,Name,Device1,Android
15:46:22:438,5213,IMU,-9,gy,gyration,Name,Device1,Android
15:46:22:438,5213,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:461,5236,IMU,3226,mx,magnet,Name,Device1,Android
15:46:22:461,5236,IMU,-6373,my,magnet,Name,Device1,Android
15:46:22:461,5236,IMU,4199,mz,magnet,Name,Device1,Android
15:46:22:483,5259,sensor,295,a0,adc,Name,Device1,Android
15:46:22:517,5292,IMU,382,ax,acceleration,Name,Device1,Android
15:46:22:517,5292,IMU,870,ay,acceleration,Name,Device1,Android
15:46:22:517,5292,IMU,-237,az,acceleration,Name,Device1,Android
15:46:22:540,5315,IMU,5,gx,gyration,Name,Device1,Android
15:46:22:540,5315,IMU,-7,gy,gyration,Name,Device1,Android
15:46:22:540,5315,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:563,5338,IMU,3244,mx,magnet,Name,Device1,Android
15:46:22:563,5338,IMU,-6402,my,magnet,Name,Device1,Android
15:46:22:563,5338,IMU,4221,mz,magnet,Name,Device1,Android
15:46:22:585,5360,sensor,285,a0,adc,Name,Device1,Android
15:46:22:607,5382,IMU,386,ax,acceleration,Name,Device1,Android
15:46:22:607,5382,IMU,863,ay,acceleration,Name,Device1,Android
15:46:22:607,5382,IMU,-231,az,acceleration,Name,Device1,Android
15:46:22:629,5404,IMU,6,gx,gyration,Name,Device1,Android
15:46:22:629,5404,IMU,-9,gy,gyration,Name,Device1,Android
15:46:22:629,5404,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:652,5427,IMU,3209,mx,magnet,Name,Device1,Android
15:46:22:652,5427,IMU,-6396,my,magnet,Name,Device1,Android
15:46:22:652,5427,IMU,4218,mz,magnet,Name,Device1,Android
15:46:22:686,5461,sensor,267,a0,adc,Name,Device1,Android
15:46:22:709,5484,IMU,387,ax,acceleration,Name,Device1,Android
15:46:22:709,5484,IMU,863,ay,acceleration,Name,Device1,Android
15:46:22:709,5484,IMU,-237,az,acceleration,Name,Device1,Android
15:46:22:730,5506,IMU,5,gx,gyration,Name,Device1,Android
15:46:22:730,5506,IMU,-11,gy,gyration,Name,Device1,Android
15:46:22:730,5506,IMU,-9,gz,gyration,Name,Device1,Android
15:46:22:753,5528,IMU,3251,mx,magnet,Name,Device1,Android
15:46:22:753,5528,IMU,-6374,my,magnet,Name,Device1,Android
15:46:22:753,5528,IMU,4228,mz,magnet,Name,Device1,Android
15:46:22:776,5551,sensor,296,a0,adc,Name,Device1,Android
15:46:22:798,5573,IMU,383,ax,acceleration,Name,Device1,Android
15:46:22:798,5573,IMU,863,ay,acceleration,Name,Device1,Android
15:46:22:798,5573,IMU,-243,az,acceleration,Name,Device1,Android
15:46:22:821,5596,IMU,5,gx,gyration,Name,Device1,Android
15:46:22:821,5596,IMU,-13,gy,gyration,Name,Device1,Android
15:46:22:821,5596,IMU,-10,gz,gyration,Name,Device1,Android
15:46:22:843,5618,IMU,3246,mx,magnet,Name,Device1,Android
15:46:22:843,5618,IMU,-6348,my,magnet,Name,Device1,Android
15:46:22:843,5618,IMU,4224,mz,magnet,Name,Device1,Android
15:46:22:866,5641,sensor,303,a0,adc,Name,Device1,Android
15:46:22:893,5668,IMU,373,ax,acceleration,Name,Device1,Android
15:46:22:893,5668,IMU,865,ay,acceleration,Name,Device1,Android
15:46:22:893,5668,IMU,-237,az,acceleration,Name,Device1,Android
15:46:22:911,5686,IMU,5,gx,gyration,Name,Device1,Android
15:46:22:911,5686,IMU,-15,gy,gyration,Name,Device1,Android
15:46:22:911,5686,IMU,-10,gz,gyration,Name,Device1,Android
15:46:22:933,5708,IMU,3283,mx,magnet,Name,Device1,Android
15:46:22:933,5708,IMU,-6361,my,magnet,Name,Device1,Android
15:46:22:933,5708,IMU,4152,mz,magnet,Name,Device1,Android
15:46:22:956,5731,sensor,303,a0,adc,Name,Device1,Android
15:46:22:978,5753,IMU,367,ax,acceleration,Name,Device1,Android
15:46:22:978,5753,IMU,865,ay,acceleration,Name,Device1,Android
15:46:22:978,5753,IMU,-243,az,acceleration,Name,Device1,Android
15:46:23:1,5776,IMU,4,gx,gyration,Name,Device1,Android
15:46:23:1,5776,IMU,-13,gy,gyration,Name,Device1,Android
15:46:23:1,5776,IMU,-9,gz,gyration,Name,Device1,Android
15:46:23:23,5798,IMU,3232,mx,magnet,Name,Device1,Android
15:46:23:23,5798,IMU,-6334,my,magnet,Name,Device1,Android
15:46:23:23,5798,IMU,4213,mz,magnet,Name,Device1,Android
15:46:23:46,5822,sensor,271,a0,adc,Name,Device1,Android
15:46:23:71,5846,IMU,369,ax,acceleration,Name,Device1,Android
15:46:23:71,5846,IMU,866,ay,acceleration,Name,Device1,Android
15:46:23:71,5846,IMU,-251,az,acceleration,Name,Device1,Android
15:46:23:91,5866,IMU,5,gx,gyration,Name,Device1,Android
15:46:23:91,5866,IMU,-8,gy,gyration,Name,Device1,Android
15:46:23:91,5866,IMU,-9,gz,gyration,Name,Device1,Android
15:46:23:113,5888,IMU,3271,mx,magnet,Name,Device1,Android
15:46:23:113,5888,IMU,-6406,my,magnet,Name,Device1,Android
15:46:23:113,5888,IMU,4193,mz,magnet,Name,Device1,Android
15:46:23:136,5911,sensor,281,a0,adc,Name,Device1,Android
15:46:23:158,5933,IMU,364,ax,acceleration,Name,Device1,Android
15:46:23:158,5933,IMU,869,ay,acceleration,Name,Device1,Android
15:46:23:158,5933,IMU,-244,az,acceleration,Name,Device1,Android
15:46:23:180,5955,IMU,5,gx,gyration,Name,Device1,Android
15:46:23:180,5955,IMU,-8,gy,gyration,Name,Device1,Android
15:46:23:180,5955,IMU,-9,gz,gyration,Name,Device1,Android
15:46:23:203,5979,IMU,3262,mx,magnet,Name,Device1,Android
15:46:23:203,5979,IMU,-6415,my,magnet,Name,Device1,Android
15:46:23:203,5979,IMU,4179,mz,magnet,Name,Device1,Android
15:46:23:226,6001,sensor,289,a0,adc,Name,Device1,Android
15:46:23:248,6023,IMU,376,ax,acceleration,Name,Device1,Android
15:46:23:248,6023,IMU,860,ay,acceleration,Name,Device1,Android
15:46:23:248,6023,IMU,-230,az,acceleration,Name,Device1,Android
15:46:23:270,6045,IMU,2,gx,gyration,Name,Device1,Android
15:46:23:270,6045,IMU,-11,gy,gyration,Name,Device1,Android
15:46:23:270,6045,IMU,-9,gz,gyration,Name,Device1,Android
15:46:23:293,6068,IMU,3245,mx,magnet,Name,Device1,Android
15:46:23:293,6068,IMU,-6395,my,magnet,Name,Device1,Android
15:46:23:293,6068,IMU,4165,mz,magnet,Name,Device1,Android
15:46:23:316,6091,sensor,262,a0,adc,Name,Device1,Android
15:46:23:338,6113,IMU,368,ax,acceleration,Name,Device1,Android
15:46:23:338,6113,IMU,877,ay,acceleration,Name,Device1,Android
15:46:23:338,6113,IMU,-237,az,acceleration,Name,Device1,Android
15:46:23:360,6136,IMU,3,gx,gyration,Name,Device1,Android
15:46:23:360,6136,IMU,-10,gy,gyration,Name,Device1,Android
15:46:23:360,6136,IMU,-9,gz,gyration,Name,Device1,Android
15:46:23:383,6158,IMU,3259,mx,magnet,Name,Device1,Android
15:46:23:383,6158,IMU,-6431,my,magnet,Name,Device1,Android
15:46:23:383,6158,IMU,4092,mz,magnet,Name,Device1,Android
15:46:23:406,6181,sensor,270,a0,adc,Name,Device1,Android
15:46:23:429,6204,IMU,359,ax,acceleration,Name,Device1,Android
15:46:23:429,6204,IMU,882,ay,acceleration,Name,Device1,Android
15:46:23:429,6204,IMU,-231,az,acceleration,Name,Device1,Android
15:46:23:451,6226,IMU,3,gx,gyration,Name,Device1,Android
15:46:23:451,6226,IMU,-10,gy,gyration,Name,Device1,Android
15:46:23:451,6226,IMU,-10,gz,gyration,Name,Device1,Android
15:46:23:473,6248,IMU,3282,mx,magnet,Name,Device1,Android
15:46:23:473,6248,IMU,-6394,my,magnet,Name,Device1,Android
15:46:23:473,6248,IMU,4089,mz,magnet,Name,Device1,Android
15:46:23:496,6271,sensor,264,a0,adc,Name,Device1,Android
15:46:23:526,6301,IMU,391,ax,acceleration,Name,Device1,Android
15:46:23:526,6301,IMU,854,ay,acceleration,Name,Device1,Android
15:46:23:526,6301,IMU,-197,az,acceleration,Name,Device1,Android
15:46:23:541,6316,IMU,0,gx,gyration,Name,Device1,Android
15:46:23:541,6316,IMU,-10,gy,gyration,Name,Device1,Android
15:46:23:541,6316,IMU,-7,gz,gyration,Name,Device1,Android
15:46:23:563,6338,IMU,3275,mx,magnet,Name,Device1,Android
15:46:23:563,6338,IMU,-6428,my,magnet,Name,Device1,Android
15:46:23:563,6338,IMU,4133,mz,magnet,Name,Device1,Android
15:46:23:586,6361,sensor,312,a0,adc,Name,Device1,Android
15:46:23:608,6383,IMU,361,ax,acceleration,Name,Device1,Android
15:46:23:608,6383,IMU,870,ay,acceleration,Name,Device1,Android
15:46:23:608,6383,IMU,-197,az,acceleration,Name,Device1,Android
15:46:23:631,6406,IMU,-14,gx,gyration,Name,Device1,Android
15:46:23:631,6406,IMU,9,gy,gyration,Name,Device1,Android
15:46:23:631,6406,IMU,-6,gz,gyration,Name,Device1,Android
15:46:23:653,6428,IMU,3232,mx,magnet,Name,Device1,Android
15:46:23:653,6428,IMU,-6395,my,magnet,Name,Device1,Android
15:46:23:653,6428,IMU,4078,mz,magnet,Name,Device1,Android
15:46:23:676,6451,sensor,223,a0,adc,Name,Device1,Android
15:46:23:698,6473,IMU,447,ax,acceleration,Name,Device1,Android
15:46:23:698,6473,IMU,901,ay,acceleration,Name,Device1,Android
15:46:23:698,6473,IMU,-227,az,acceleration,Name,Device1,Android
15:46:23:721,6496,IMU,-23,gx,gyration,Name,Device1,Android
15:46:23:721,6496,IMU,19,gy,gyration,Name,Device1,Android
15:46:23:721,6496,IMU,-4,gz,gyration,Name,Device1,Android
15:46:23:743,6518,IMU,3183,mx,magnet,Name,Device1,Android
15:46:23:743,6518,IMU,-6451,my,magnet,Name,Device1,Android
15:46:23:743,6518,IMU,4048,mz,magnet,Name,Device1,Android
15:46:23:766,6541,sensor,124,a0,adc,Name,Device1,Android
15:46:23:788,6563,IMU,433,ax,acceleration,Name,Device1,Android
15:46:23:788,6563,IMU,879,ay,acceleration,Name,Device1,Android
15:46:23:788,6563,IMU,-353,az,acceleration,Name,Device1,Android
15:46:23:811,6586,IMU,-6,gx,gyration,Name,Device1,Android
15:46:23:811,6586,IMU,-10,gy,gyration,Name,Device1,Android
15:46:23:811,6586,IMU,-11,gz,gyration,Name,Device1,Android
15:46:23:833,6609,IMU,3190,mx,magnet,Name,Device1,Android
15:46:23:833,6609,IMU,-6466,my,magnet,Name,Device1,Android
15:46:23:833,6609,IMU,3968,mz,magnet,Name,Device1,Android
15:46:23:856,6631,sensor,74,a0,adc,Name,Device1,Android
15:46:23:878,6653,IMU,439,ax,acceleration,Name,Device1,Android
15:46:23:878,6653,IMU,812,ay,acceleration,Name,Device1,Android
15:46:23:878,6653,IMU,-290,az,acceleration,Name,Device1,Android
15:46:23:900,6675,IMU,10,gx,gyration,Name,Device1,Android
15:46:23:900,6675,IMU,-115,gy,gyration,Name,Device1,Android
15:46:23:900,6675,IMU,-18,gz,gyration,Name,Device1,Android
15:46:23:923,6698,IMU,3267,mx,magnet,Name,Device1,Android
15:46:23:923,6698,IMU,-6508,my,magnet,Name,Device1,Android
15:46:23:923,6698,IMU,3879,mz,magnet,Name,Device1,Android
15:46:23:946,6721,sensor,112,a0,adc,Name,Device1,Android
15:46:23:968,6743,IMU,417,ax,acceleration,Name,Device1,Android
15:46:23:968,6743,IMU,767,ay,acceleration,Name,Device1,Android
15:46:23:968,6743,IMU,-31,az,acceleration,Name,Device1,Android
15:46:23:990,6765,IMU,6,gx,gyration,Name,Device1,Android
15:46:23:990,6765,IMU,-95,gy,gyration,Name,Device1,Android
15:46:23:990,6765,IMU,-15,gz,gyration,Name,Device1,Android
15:46:24:13,6788,IMU,3348,mx,magnet,Name,Device1,Android
15:46:24:13,6788,IMU,-6496,my,magnet,Name,Device1,Android
15:46:24:13,6788,IMU,3904,mz,magnet,Name,Device1,Android
15:46:24:35,6810,sensor,84,a0,adc,Name,Device1,Android
15:46:24:58,6833,IMU,360,ax,acceleration,Name,Device1,Android
15:46:24:58,6833,IMU,784,ay,acceleration,Name,Device1,Android
15:46:24:58,6833,IMU,-112,az,acceleration,Name,Device1,Android
15:46:24:81,6856,IMU,-40,gx,gyration,Name,Device1,Android
15:46:24:81,6856,IMU,-124,gy,gyration,Name,Device1,Android
